Status,DAMS_ARK,New Predicate,Clean_Label (used for reconciliation can probably be deleted),Action,clustering label,clustering id,MARC_tag,Sample_Object_ARK,Object_Counts
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb23905532,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb9864563z,89
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4711395h,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb95233099,3
original matched FAST,http://library.ucsd.edu/ark:/20775/bb49502260,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb9011136c,18
original matched FAST,http://library.ucsd.edu/ark:/20775/bb5837527z,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb67589208,62
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7407667f,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb6758733d,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8124408z,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb6178570k,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8431407m,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb7305072g,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8499826f,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb57690107,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb89093919,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb95233099,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb95578566,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb4096637p,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb96943772,dams:geographic,Russia,LoC,Russia,http://id.loc.gov/authorities/names/n80001203,151,http://library.ucsd.edu/dc/object/bb6758735f,11
original matched FAST,http://library.ucsd.edu/ark:/20775/bb4882059q,dams:topic,Russians,FAST,Russians,http://id.worldcat.org/fast/1102429,150,http://library.ucsd.edu/dc/object/bb1127328j,2
original no match,http://library.ucsd.edu/ark:/20775/bb36533736,dams:personalName,"Russo, J. Edward",,,,,http://library.ucsd.edu/dc/object/bb87041658,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb6008341r,dams:personalName,Rustamadji,,,,100,http://library.ucsd.edu/dc/object/bb10590745,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb02745022,dams:personalName,"Ruttenberg, Stanley",VIAF,"Ruttenberg, Stanley H.",http://viaf.org/viaf/73454933,100,http://library.ucsd.edu/dc/object/bb67246047,5
original no match,http://library.ucsd.edu/ark:/20775/bb42335848,dams:personalName,"Ruttenberg, Sydney",VIAF,"Ruttenberg, Stanley H.",http://viaf.org/viaf/73454933,,http://library.ucsd.edu/dc/object/bb4028328j,3
original no match,http://library.ucsd.edu/ark:/20775/bb09571114,dams:personalName,"Ruvancaba, Zeke",,,,,http://library.ucsd.edu/dc/object/bb1912452n,1
original no match,http://library.ucsd.edu/ark:/20775/bb04453731,dams:corporateName,RV Melville,FAST,Melville (Ship),http://id.worldcat.org/fast/560271,110,http://library.ucsd.edu/dc/object/bb17081846,2
original no match,http://library.ucsd.edu/ark:/20775/bb04453731,dams:corporateName,RV Melville,FAST,Melville (Ship),http://id.worldcat.org/fast/560271,110,http://library.ucsd.edu/dc/object/bb17081846,2
original no match,http://library.ucsd.edu/ark:/20775/bb7612671t,dams:corporateName,RV Miller Freeman,FAST,Miller Freeman (Ship),http://id.worldcat.org/fast/576594,110,http://library.ucsd.edu/dc/object/bb89096129,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb4916377b,dams:corporateName,RV New Horizon,FAST,New Horizon (Ship),http://id.worldcat.org/fast/1915717,110,http://library.ucsd.edu/dc/object/bb78857151,17
original no match,http://library.ucsd.edu/ark:/20775/bb8397663r,dams:corporateName,RV Ocean Starr,LoC,Ocean Starr (Ship),http://id.loc.gov/authorities/names/no2016136189,110,http://library.ucsd.edu/dc/object/bb9694603z,2
original no match,http://library.ucsd.edu/ark:/20775/bb7032244t,dams:personalName,RW8 News Service,,,,,http://library.ucsd.edu/dc/object/bb95233146,1
original no match,http://library.ucsd.edu/ark:/20775/bb46094103,dams:personalName,Ryan B Abbott,,,,,http://library.ucsd.edu/dc/object/bb0137813s,1
original no match,http://library.ucsd.edu/ark:/20775/bb04114238,dams:personalName,Ryan Matson,,,,,http://library.ucsd.edu/dc/object/bb49844543,1
original no match,http://library.ucsd.edu/ark:/20775/bb9592393s,dams:personalName,Ryan Murphy,,,,,http://library.ucsd.edu/dc/object/bb0479292t,1
original no match,http://library.ucsd.edu/ark:/20775/bb37216330,dams:personalName,"Ryan, James D.",VIAF,"Ryan, James D.",http://viaf.org/viaf/243032877,,http://library.ucsd.edu/dc/object/bb6895271p,6
original no match,http://library.ucsd.edu/ark:/20775/bb2936638d,dams:personalName,"Ryan, William",VIAF,"Ryan, William B. F.",http://viaf.org/viaf/72680059,,http://library.ucsd.edu/dc/object/bb84994076,1
original no match,http://library.ucsd.edu/ark:/20775/bb76465778,dams:personalName,"Ryan, William B. F.",VIAF,"Ryan, William B. F.",http://viaf.org/viaf/72680059,,http://library.ucsd.edu/dc/object/bb9728089k,3
original no match,http://library.ucsd.edu/ark:/20775/bb0991220k,dams:personalName,Ryoyan Sakata,,,,,http://library.ucsd.edu/dc/object/bb0342422z,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb31756073,dams:geographic,Ryukyu Islands,LoC,Ryukyu Islands,http://id.loc.gov/authorities/names/n79145745,151,http://library.ucsd.edu/dc/object/bb82606391,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb63496941,dams:geographic,Ryukyu Islands,LoC,Ryukyu Islands,http://id.loc.gov/authorities/names/n79145745,151,http://library.ucsd.edu/dc/object/bb5154811t,11
original no match,http://library.ucsd.edu/ark:/20775/bb7646982z,dams:personalName,S Cohn,,,,,http://library.ucsd.edu/dc/object/bb4916195c,1
original no match,http://library.ucsd.edu/ark:/20775/bb41653133,dams:personalName,S. Halfich,,,,,http://library.ucsd.edu/dc/object/bb5291268s,1
original no match,http://library.ucsd.edu/ark:/20775/bb6691343c,dams:personalName,S. Seshadri,,,,,http://library.ucsd.edu/dc/object/bb59742256,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb7578325j,dams:corporateName,S.G. Stephens (Ship),Local,S.G. Stephens (Ship),,,http://library.ucsd.edu/dc/object/bb2287705r,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7066424j,dams:geographic,Sabah,LoC,Sabah,http://id.loc.gov/authorities/names/n80061078,151,http://library.ucsd.edu/dc/object/bb4881772s,2
original no match,http://library.ucsd.edu/ark:/20775/bb87387448,dams:personalName,"Sachet,, arie-Hélène",,,,,http://library.ucsd.edu/dc/object/bb06836418,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb2731780c,dams:topic,Sacrifice,FAST,Sacrifice,http://id.worldcat.org/fast/1103249,150,http://library.ucsd.edu/dc/object/bb04105218,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb36532858,dams:topic,Sacrifice,FAST,Sacrifice,http://id.worldcat.org/fast/1103249,150,http://library.ucsd.edu/dc/object/bb43013617,117
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7544251p,dams:topic,Sacrifice,FAST,Sacrifice,http://id.worldcat.org/fast/1103249,150,http://library.ucsd.edu/dc/object/bb68615759,137
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3892336m,dams:geographic,Sado,LoC,Sado Island (Japan),http://id.loc.gov/authorities/subjects/sh85116429,151,http://library.ucsd.edu/dc/object/bb7339132s,1
original no match,http://library.ucsd.edu/ark:/20775/bb93190059,dams:geographic,Safata Harbour,,,,,http://library.ucsd.edu/dc/object/bb51206821,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb76465799,dams:topic,Safety measures,Local,Safety measures,,150,http://library.ucsd.edu/dc/object/bb25266400,3
original no match,http://library.ucsd.edu/ark:/20775/bb0206640k,dams:personalName,Sahar Soleymani,,,,,http://library.ucsd.edu/dc/object/bb3721463j,1
original no match,http://library.ucsd.edu/ark:/20775/bb9831433p,dams:geographic,Saidor (Papua New Guinea),,,,,http://library.ucsd.edu/dc/object/bb1094155m,20
split from complex no match,http://library.ucsd.edu/ark:/20775/bb5735359c,dams:geographic,Saigon,LoC,Saigon (Vietnam),http://id.loc.gov/authorities/names/n81018730,,http://library.ucsd.edu/dc/object/bb52572017,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7714832g,dams:geographic,Saigon (Vietnam),LoC,Saigon (Vietnam),http://id.loc.gov/authorities/names/n81018730,151,http://library.ucsd.edu/dc/object/bb29361741,15
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7714838k,dams:topic,Sailboats,FAST,Sailboats,http://id.worldcat.org/fast/1103492,150,http://library.ucsd.edu/dc/object/bb8840713q,38
original matched FAST,http://library.ucsd.edu/ark:/20775/bb4677266j,dams:topic,Sailing,FAST,Sailing,http://id.worldcat.org/fast/1103513,150,http://library.ucsd.edu/dc/object/bb7338991b,17
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7305286x,dams:topic,Sailing,FAST,Sailing,http://id.worldcat.org/fast/1103513,150,http://library.ucsd.edu/dc/object/bb2765578x,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb8056145m,dams:topic,Sailing ships,FAST,Sailing ships,http://id.worldcat.org/fast/1103529,150,http://library.ucsd.edu/dc/object/bb9489282h,121
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8602229p,dams:topic,Sailing ships,FAST,Sailing ships,http://id.worldcat.org/fast/1103529,150,http://library.ucsd.edu/dc/object/bb2765578x,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb0718183r,dams:topic,Sailors,FAST,Sailors,http://id.worldcat.org/fast/1103543,150,http://library.ucsd.edu/dc/object/bb6315089n,58
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4609001b,dams:topic,Sailors,FAST,Sailors,http://id.worldcat.org/fast/1103543,150,http://library.ucsd.edu/dc/object/bb9932876q,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4643147v,dams:topic,Sailors,FAST,Sailors,http://id.worldcat.org/fast/1103543,150,http://library.ucsd.edu/dc/object/bb32775247,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5598772b,dams:topic,Sailors,FAST,Sailors,http://id.worldcat.org/fast/1103543,150,http://library.ucsd.edu/dc/object/bb38236068,6
split from complex no match,http://library.ucsd.edu/ark:/20775/bb8807010d,dams:geographic,Saint-Hilaire,Local,"Saint-Hilaire (Haute Loire, France)",,,http://library.ucsd.edu/dc/object/bb81582368,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb91825462,dams:personalName,"Saint-Phalle, Niki de (French artist, 1930 AD - 2002 AD)",,,,100,http://library.ucsd.edu/dc/object/bb52917262,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4028857q,dams:geographic,Saipan,LoC,Saipan (Northern Mariana Islands),http://id.loc.gov/authorities/names/n85830728,151,http://library.ucsd.edu/dc/object/bb7782823b,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8192718m,dams:geographic,Saipan,LoC,Saipan (Northern Mariana Islands),http://id.loc.gov/authorities/names/n85830728,151,http://library.ucsd.edu/dc/object/bb0752042w,1
original no match,http://library.ucsd.edu/ark:/20775/bb7885549n,dams:geographic,Saipan Harbor,,,,,http://library.ucsd.edu/dc/object/bb6144579f,2
original no match,http://library.ucsd.edu/ark:/20775/bb28684384,dams:geographic,Saishu Strait,LoC,Cheju Strait (Korea),http://id.loc.gov/authorities/subjects/sh85022864,,http://library.ucsd.edu/dc/object/bb0786172k,1
original no match,http://library.ucsd.edu/ark:/20775/bb95919953,dams:personalName,"Sakai, Toyosaburo",,,,,http://library.ucsd.edu/dc/object/bb8670189z,1
original no match,http://library.ucsd.edu/ark:/20775/bb2117526b,dams:personalName,Sakamoto,,,,,http://library.ucsd.edu/dc/object/bb33799115,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0547598n,dams:geographic,Sakhalin,LoC,"Sakhalin (Sakhalinskai︠a︡ oblastʹ, Russia)",http://id.loc.gov/authorities/subjects/sh85116662,151,http://library.ucsd.edu/dc/object/bb98306204,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3824077w,dams:geographic,Sakhalin,LoC,"Sakhalin (Sakhalinskai︠a︡ oblastʹ, Russia)",http://id.loc.gov/authorities/subjects/sh85116662,151,http://library.ucsd.edu/dc/object/bb37554839,15
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb9660304b,dams:geographic,Sakhalin,LoC,"Sakhalin (Sakhalinskai︠a︡ oblastʹ, Russia)",http://id.loc.gov/authorities/subjects/sh85116662,151,http://library.ucsd.edu/dc/object/bb6349359b,1
original no match,http://library.ucsd.edu/ark:/20775/bb87387406,dams:corporateName,Sakhalin (ship),Local,Sakhalin (ship),,,http://library.ucsd.edu/dc/object/bb28680903,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb96605403,dams:geographic,Salamaua (Papua New Guinea),LoC,Salamaua (Papua New Guinea),http://id.loc.gov/authorities/names/no2013029333,151,http://library.ucsd.edu/dc/object/bb0957391w,1
original no match,http://library.ucsd.edu/ark:/20775/bb64521179,dams:personalName,"Salas Castillejos, Adela",,,,,http://library.ucsd.edu/dc/object/bb39260044,1
original no match,http://library.ucsd.edu/ark:/20775/bb71005075,dams:personalName,"Salehipour, Sasson",,,,,http://library.ucsd.edu/dc/object/bb75780298,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb55645777,dams:personalName,"Salinas de Gortari, Carlos",VIAF,"Salinas de Gortari, Carlos",http://viaf.org/viaf/54954516,100,http://library.ucsd.edu/dc/object/bb4813544n,1
original no match,http://library.ucsd.edu/ark:/20775/bb1707957g,dams:personalName,"Salinger, G.",,,,,http://library.ucsd.edu/dc/object/bb9113724q,2
original no match,http://library.ucsd.edu/ark:/20775/bb9216556w,dams:personalName,"Salisbury, Matthew Harold",,,,,http://library.ucsd.edu/dc/object/bb2356143r,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb40629288,dams:corporateName,Salk Institute for Biological Studies,VIAF,Salk Institute for Biological Studies,http://viaf.org/viaf/133659552,110,http://library.ucsd.edu/dc/object/bb11614192,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb85680055,dams:corporateName,Salk Institute for Biological Studies,VIAF,Salk Institute for Biological Studies,http://viaf.org/viaf/133659552,110,http://library.ucsd.edu/dc/object/bb3209270d,4
original no match,http://library.ucsd.edu/ark:/20775/bb3039331w,dams:corporateName,"Salk Institute for Biological Studies. Fellows Meeting (1964 : La Jolla, San Diego, Calif.)",,,,111,http://library.ucsd.edu/dc/object/bb43362720,18
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7305283c,dams:personalName,Salk Jonas 1914 1995,VIAF,"Salk, Jonas, 1914-1995",http://viaf.org/viaf/7396814,100,http://library.ucsd.edu/dc/object/bb6724641m,7
original matched FAST,http://library.ucsd.edu/ark:/20775/bb11618876,dams:personalName,"Salk, Jonas, 1914-",VIAF,"Salk, Jonas, 1914-1995",http://viaf.org/viaf/7396814,100,http://library.ucsd.edu/dc/object/bb6076169s,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1230054d,dams:personalName,"Salk, Jonas, 1914-1995",VIAF,"Salk, Jonas, 1914-1995",http://viaf.org/viaf/7396814,100,http://library.ucsd.edu/dc/object/bb3687803v,7
original matched FAST,http://library.ucsd.edu/ark:/20775/bb2765998p,dams:topic,Salmon,FAST,Salmon,http://id.worldcat.org/fast/1104075,150,http://library.ucsd.edu/dc/object/bb07520082,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb18786100,dams:topic,Salmon fishing,FAST,Salmon fishing,http://id.worldcat.org/fast/1104126,150,http://library.ucsd.edu/dc/object/bb6895299s,1
original no match,http://library.ucsd.edu/ark:/20775/bb9591983k,dams:personalName,"Salmon, Richard Lawrence, 1949-",Local,"Salmon, Richard Lawrence, 1949-",local-salm-1,,http://library.ucsd.edu/dc/object/bb9796329v,10
original no match,http://library.ucsd.edu/ark:/20775/bb0513414g,dams:personalName,"Salmon, RichardLawrence, 1949-",Local,"Salmon, Richard Lawrence, 1949-",local-salm-1,,http://library.ucsd.edu/dc/object/bb33116269,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb40295746,dams:personalName,"Salomon, Charlotte, 1917-1943",VIAF,"Salomon, Charlotte, 1917-1943",http://viaf.org/viaf/45095142,100,http://library.ucsd.edu/dc/object/bb5292384j,5
original no match,http://library.ucsd.edu/ark:/20775/bb32438039,dams:personalName,"Salomon, Christine Elizabeth, 1972-",,,,,http://library.ucsd.edu/dc/object/bb08201348,6
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3789949h,dams:topic,Salt industry,FAST,Salt industry and trade,http://id.worldcat.org/fast/1104260,150,http://library.ucsd.edu/dc/object/bb2697411k,51
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5121135b,dams:topic,Salt industry and trade,FAST,Salt industry and trade,http://id.worldcat.org/fast/1104260,150,http://library.ucsd.edu/dc/object/bb7100700f,4
original matched FAST,http://library.ucsd.edu/ark:/20775/bb0274415n,dams:personalName,"Saltman, Paul",VIAF,"Saltman, Paul",http://viaf.org/viaf/46792221,100,http://library.ucsd.edu/dc/object/bb79533185,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5428047b,dams:personalName,"Saltman, Paul",VIAF,"Saltman, Paul",http://viaf.org/viaf/46792221,100,http://library.ucsd.edu/dc/object/bb76461691,1
original no match,http://library.ucsd.edu/ark:/20775/bb2800117q,dams:personalName,"Saltman, Paul D.",VIAF,"Saltman, Paul",http://viaf.org/viaf/46792221,,http://library.ucsd.edu/dc/object/bb9966988g,35
original no match,http://library.ucsd.edu/ark:/20775/bb31415049,dams:geographic,"Salton Sea, California, United States",LoC,Salton Sea (Calif.),http://id.loc.gov/authorities/subjects/sh85116893,,http://library.ucsd.edu/dc/object/bb5086954c,235
original matched FAST,http://library.ucsd.edu/ark:/20775/bb2288166w,dams:topic,Salvage,FAST,"Salvage (Waste, etc.)",http://id.worldcat.org/fast/1104396,150,http://library.ucsd.edu/dc/object/bb42672925,21
original matched FAST,http://library.ucsd.edu/ark:/20775/bb62473710,dams:topic,"Salvage (Waste, etc.)",FAST,"Salvage (Waste, etc.)",http://id.worldcat.org/fast/1104396,150,http://library.ucsd.edu/dc/object/bb2663725p,5
original no match,http://library.ucsd.edu/ark:/20775/bb6008336v,dams:corporateName,Salvager (Ship),Local,Salvager (Ship),,,http://library.ucsd.edu/dc/object/bb6895301r,3
original matched FAST,http://library.ucsd.edu/ark:/20775/bb13325429,dams:personalName,"Salvatierra, Juan María de, 1648-1717",VIAF,"Salvatierra, Juan María",http://viaf.org/viaf/27875377,100,http://library.ucsd.edu/dc/object/bb1571525p,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb16738434,dams:personalName,"Salvatierra, Juan María de, 1648-1717",VIAF,"Salvatierra, Juan María",http://viaf.org/viaf/27875377,100,http://library.ucsd.edu/dc/object/bb2628850j,1
original no match,http://library.ucsd.edu/ark:/20775/bb3073283x,dams:geographic,Salvation Mountain,Local,Salvation Mountain,local-salv-1,,http://library.ucsd.edu/dc/object/bb9626205c,1
original no match,http://library.ucsd.edu/ark:/20775/bb7612535h,dams:geographic,Salvation Mountain,Local,Salvation Mountain,local-salv-1,,http://library.ucsd.edu/dc/object/bb0103974v,45
original matched FAST,http://library.ucsd.edu/ark:/20775/bb5018561p,dams:personalName,Salvatore Martirano,VIAF,Salvatore Martirano,http://viaf.org/viaf/246969235,100,http://library.ucsd.edu/dc/object/bb76121105,5
original matched FAST,http://library.ucsd.edu/ark:/20775/bb88412190,dams:personalName,"Salvo, María",,,,100,http://library.ucsd.edu/dc/object/bb64858897,1
original no match,http://library.ucsd.edu/ark:/20775/bb0786446j,dams:personalName,"Samant, Vivek Shripad, 1946-",,,,,http://library.ucsd.edu/dc/object/bb6929409p,3
original no match,http://library.ucsd.edu/ark:/20775/bb29025652,dams:geographic,Samar,,,,,http://library.ucsd.edu/dc/object/bb5939801d,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb67933861,dams:geographic,Samar,Omit,,,,http://library.ucsd.edu/dc/object/bb56326353,1
original no match,http://library.ucsd.edu/ark:/20775/bb8465620n,dams:geographic,Samarai (Papua New Guinea),,,,,http://library.ucsd.edu/dc/object/bb0854214j,23
original matched FAST,http://library.ucsd.edu/ark:/20775/bb11276705,dams:geographic,Samoa,LoC,Samoa,http://id.loc.gov/authorities/names/n97089384,151,http://library.ucsd.edu/dc/object/bb28339720,41
original matched FAST,http://library.ucsd.edu/ark:/20775/bb6827464t,dams:geographic,Samoa,LoC,Samoa,http://id.loc.gov/authorities/names/n97089384,151,http://library.ucsd.edu/dc/object/bb41307277,5
original matched FAST,http://library.ucsd.edu/ark:/20775/bb60083957,dams:geographic,Samoa Islands,LoC,Samoan Islands,http://id.loc.gov/authorities/subjects/sh85117033,151,http://library.ucsd.edu/dc/object/bb1537031t,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7510115k,dams:geographic,Samoa Islands,LoC,Samoan Islands,http://id.loc.gov/authorities/subjects/sh85117033,151,http://library.ucsd.edu/dc/object/bb92845425,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb66226791,dams:geographic,Samoan Islands,LoC,Samoan Islands,http://id.loc.gov/authorities/subjects/sh85117033,151,http://library.ucsd.edu/dc/object/bb68611253,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7919617z,dams:geographic,Samoan Islands,LoC,Samoan Islands,http://id.loc.gov/authorities/subjects/sh85117033,151,http://library.ucsd.edu/dc/object/bb68611253,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb9864950q,dams:topic,Samoans,FAST,Samoans,http://id.worldcat.org/fast/1198518,150,http://library.ucsd.edu/dc/object/bb5154592v,33
original matched FAST,http://library.ucsd.edu/ark:/20775/bb6315566c,dams:geographic,Samoa--Tonga,LoC,Tonga,http://id.loc.gov/authorities/names/n80106710,151,http://library.ucsd.edu/dc/object/bb79876058,1
original no match,http://library.ucsd.edu/ark:/20775/bb6213115g,dams:corporateName,Samudera (Ship),Local,Samudera (Ship),local-samu-1,,http://library.ucsd.edu/dc/object/bb30044356,11
original no match,http://library.ucsd.edu/ark:/20775/bb9865031n,dams:corporateName,Samudera (Ship),Local,Samudera (Ship),local-samu-1,,http://library.ucsd.edu/dc/object/bb88065327,2
original no match,http://library.ucsd.edu/ark:/20775/bb91823512,dams:geographic,San Agustín,Local,"San Agustín (Baja California, Mexico)",local-sana-1,,http://library.ucsd.edu/dc/object/bb4676629j,5
split from complex no match,http://library.ucsd.edu/ark:/20775/bb8568008q,dams:geographic,"San Agustín (Baja California, Mexico)",Local,"San Agustín (Baja California, Mexico)",local-sana-1,,http://library.ucsd.edu/dc/object/bb8533698j,2
original no match,http://library.ucsd.edu/ark:/20775/bb8499750b,dams:geographic,San Angel,,,,,http://library.ucsd.edu/dc/object/bb53251015,1
original no match,http://library.ucsd.edu/ark:/20775/bb44382788,dams:geographic,San Antonio,Local,"San Antonio (Baja California Sur, Mexico)",local-sana-2,,http://library.ucsd.edu/dc/object/bb0546902k,3
split from complex no match,http://library.ucsd.edu/ark:/20775/bb7407591b,dams:geographic,"San Antonio (Baja California Sur, Mexico)",Local,"San Antonio (Baja California Sur, Mexico)",local-sana-2,,http://library.ucsd.edu/dc/object/bb63493799,20
original no match,http://library.ucsd.edu/ark:/20775/bb59058684,dams:geographic,San Antonio/Los Barriles,Local,"San Antonio (Baja California Sur, Mexico)",local-sana-2,,http://library.ucsd.edu/dc/object/bb1400150b,1
original no match,http://library.ucsd.edu/ark:/20775/bb59058684,dams:geographic,San Antonio/Los Barriles,,Los Barriles,,,http://library.ucsd.edu/dc/object/bb1400150b,1
original no match,http://library.ucsd.edu/ark:/20775/bb8943442w,dams:geographic,San Bartolo,,,,,http://library.ucsd.edu/dc/object/bb6314870p,1
original no match,http://library.ucsd.edu/ark:/20775/bb20151889,dams:geographic,San Bernardino Strait,,,,,http://library.ucsd.edu/dc/object/bb1775941q,1
original no match,http://library.ucsd.edu/ark:/20775/bb0445071n,dams:geographic,San Borja,Local,"San Borja (Baja California, Mexico)",local-sanb-1,,http://library.ucsd.edu/dc/object/bb1741449t,11
split from complex no match,http://library.ucsd.edu/ark:/20775/bb0820502k,dams:geographic,"San Borja (Baja California, Mexico)",Local,"San Borja (Baja California, Mexico)",local-sanb-1,,http://library.ucsd.edu/dc/object/bb6144605f,8
original no match,http://library.ucsd.edu/ark:/20775/bb2356352m,dams:geographic,San Bruno,,,,,http://library.ucsd.edu/dc/object/bb1092979d,1
original no match,http://library.ucsd.edu/ark:/20775/bb8602140j,dams:geographic,San Carlos,,,,,http://library.ucsd.edu/dc/object/bb6280742g,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb17762562,dams:geographic,San Clemente Island,LoC,San Clemente Island (Calif.),http://id.loc.gov/authorities/subjects/sh90004893,151,http://library.ucsd.edu/dc/object/bb5428185p,261
original matched FAST,http://library.ucsd.edu/ark:/20775/bb9114228z,dams:geographic,San Clemente Island (Calif.),LoC,San Clemente Island (Calif.),http://id.loc.gov/authorities/subjects/sh90004893,151,http://library.ucsd.edu/dc/object/bb70319300,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3073198j,dams:geographic,San Clemente Island (Calif.),LoC,San Clemente Island (Calif.),http://id.loc.gov/authorities/subjects/sh90004893,151,http://library.ucsd.edu/dc/object/bb5428185p,261
original no match,http://library.ucsd.edu/ark:/20775/bb43701398,dams:geographic,San Clemente Island Region (Calif.),LoC,San Clemente Island (Calif.),http://id.loc.gov/authorities/subjects/sh90004893,,http://library.ucsd.edu/dc/object/bb5428185p,261
original matched FAST,http://library.ucsd.edu/ark:/20775/bb5325799b,dams:geographic,San Cristobal,LoC,San Cristobal (Solomon Islands),http://id.loc.gov/authorities/subjects/sh85117090,151,http://library.ucsd.edu/dc/object/bb7885213r,1
original no match,http://library.ucsd.edu/ark:/20775/bb45748036,dams:geographic,San Cristobal (Solomon Islands),LoC,San Cristobal (Solomon Islands),http://id.loc.gov/authorities/subjects/sh85117090,,http://library.ucsd.edu/dc/object/bb11955199,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb01380453,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb80562033,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb02062419,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb65198311,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb07864493,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb66222205,15
